text,label
意识形态 方面 主流 声音 已不提 了 ， 我们 走 的 是 国家 资本主义 ， 好不好 『 如果 美国 经济 制度 更 高效 ， 特朗普 何须 抱怨 中国 ？ - 罗思义 - 观察者 网 』 O 罗思义 ： 如果 美国 经济 制度 更 高效 ， 特朗普 何须 抱怨 中国 ？,1
明星 需不需要 人设 每个 生活 中 的 普通人 都 像 明星 那样 放大 看 ， 那 人人 都 有人 设 ， 爱 吃 的 就是 吃货 人设 ， 奋青 爱国 的 就是 爱国 人设 ， 孝顺 懂 礼貌 的 就是 装 文明 人设 。 性格 呆呆 的 就是 傻子 人设 ， 没 城府 害羞 的 就是 装纯 人设 ， 像 我 这种 平时 又 懒 又 宅 的 是 什么 人设,0
B1 35 + 18 + 一关 + 易 混淆 * 5 刷题 新 民主革命 多选 + 新 中国 时期 ( 史纲 √ ) 背诵 笔记 69 - 74 - 79 现代汉语 下 第二遍 √,0
中国 联合国安理会 轮值 主席 特朗普 要 不要 考虑一下 退群,0
万万 没想到 我 也 有 躲 到 微博 吐酸 水 的 一天 。 我操 这个 辣鸡 金融 双 修课 是 个 什么 鬼 操作 啊 ？ 上课 对 PPT 念 我 也 认 了 ， 最后 给 分 70 算 高分 ？ 平均分 比新 校区 低 十分 ？ 老 校区 没 人权 了 是 吧 ？ 2 门 3 分 的 课 我 拿 头 给 你 把 绩点 刷 回去 还 以为 本 专业 给 分高 不怕 这点 拖分 ， too young too naive 本来 双修 要 补 的 分 就 比 别的 学校 多一倍 ， 这 操作 就是说 你 要 老子 的 双学位 就别 想着 出国 ， 管 你 本来 多高 的 绩点 都 给 你 拖 到 东非 大峡谷 。 你 有 本事 期末 往死里 考 你 有 本事 好好 教 啊 ， 神 他 妈 上课 对书念 考试 就 博士 入学 考 水平 ， 我要 自学 就 能 这 水平 要 您 干嘛 ， 考试 吉祥物 吗,1
巴黎 统筹 委员会 是 冷战 时期 的 产物 ， 早已 过时 了 ， 应该 解散 才 对 。 中国 与 英 、 法 、 德等国 的 军事 技术 合作 ， 应该 有所突破 ， 有所 建树 。 【 北约 大国 突然 表态 ， 对华 出售 武器 无 限制 ， 美 ： 或 引发 整个 西方 效仿 】 O 北约 大国 突然 表态 ， 对华 出售 武器 无 限制 ， 美 ： 或 引发 整个 西方 效仿,0
其实 特朗普 确实 有点 傻 但是 却是 有远见 的 ， 从 历史 长远 来讲 ， 掘来 之食 ， 早晚 会 让 一个 国家 麻痹 丧尸 斗志 美国 另 一派 想 的 是 奴隶主 天天 给 我国 送 金银珠宝 各种 好处 何乐而不为 呢 但是 特朗普 的 方法 是 错误 的 ， 别人 给 你 珠宝 当然 要收 了 ， 他 应该 做 的 是 更改 国内 的 分配制度 ， 让 懒人 减少 救济 ， 可以 减少 或 消除 掘来 之食 对 社会 公平 的 不良影响 。 但是 又 想 获得 选票 ， 哎 这 是 民主 的 弊端 吧 还有 一种 是 特朗普 比 另 一派 更 贪婪 他 想 让 奴隶主 送 更 多 的 珠宝 并且 治 的 服服帖帖,0
由于 管制 的 结果 ， 游戏 业 也 进入 严冬 ， 再 这样 下去 ， 这个 行业 也 得 死 。 这样 的 管法 ， 是 在 让 中国 经济 雪上加霜 。,1
广州 警方 辟谣 小伙 被 扔下 楼 继续 辟谣 嘛 ， 中国 法律 就是 这样 的 ？ 她 许静 有权有势 ， 把 人命 视若草芥 ， 你们 警方 就是 如此 敷衍了事 的 ？ 就算 不是 被 人 扔下 楼 的 ， 那么 一个二十岁 的 小 哥哥 ， 又 怎么 可能 莫名其妙 从九楼 跳下去 ？ 你们 警方 倒 是 找个 理由 解释一下 啊 ？ 辟谣 又 有 什么 用 ？ 不管 是 扔下 楼 还是 跳 下楼 ， 那个 小 哥哥 就是 离开 了 ， 两个 总有 一个 是 对 的 。 没有 辟谣 的 理由 还辟 什么 谣 ， 有 谁 会信 你 ？ 刚刚 改革开放 40 周年 ， 呵呵 ， 政府 就 不可 信 了 ， 摆设 吗 ？ 有钱 了不起 ？ 恶心 啊,1
布兰 戴斯有 一个 著名 的 判断 ， 他 说 民主 政治 和 财富 集中 于 少数 人 手中 是 不可 兼得 的 。 一个 国家 要是 想 维持 民主 政治 ， 那 就要 维持 政治 平等 ， 而 经济 不 平等 势必会 影响 到 政治 平等 。 市场经济 的 原则 是 一块钱 一张 市场 选票 ， 政治 民主 的 原则 是 一人 一张 政治 选票 ， 这 两者 是 不能 兼容 的 。 所以 ， 经济 越是 不 平等 ， 民主 政治 受到 的 威胁 越大 。 极端 的 收入 不 平等 可能 会 带来 激烈 的 社会 对抗 和 政治 动荡 。,0
孟晚 舟 【 外交部 回应 华为 孟晚 舟 被 拘押 】 12 月 6 日 消息 ， 针对 加拿大 警方 应 美方 要求 逮捕 孟晚 舟 女士 ， 中国外交部 发言人 耿爽 在 今天 （ 6 日 ） 举行 的 外交部 例行 记者会 上 应询 表示 ， 中方 已 就 此案 分别 向 加方 和 美方 表明 了 严正 立场 ， 要求 对方 立即 对 拘押 的 理由 作出 澄清 ， 立即 释放 被 拘押 的 人员 ， 切实 保障 当事人 的 合法 正当权益 。,0
景区 对华 为 手机用户 免票 人 景区 自己 支持 华为 啊 又 没 说 要 支持 国产手机 扯 米 VO 干嘛 而且 我 真的 想 问 在 这 冷嘲热讽 的 人 知道 什么 是 5G 嘛 美国 都 联合 那么 多 国家 来 抵制 华为 了 然后 我们 自己 国家 还 在 这 扯 国产手机 嘲讽 爱国 ？ 拜托 手机 只是 华为 的 副业 啊 华为 重点 是 通讯 企业 好 吧 自主 研发 的 芯片 全球 唯一 能 和 美国 高通 抗衡 的 OK ？ 能 不能不 一扯 华为 就是 手机 然后 带 各个 国产机 出场 然后 嘲讽 爱国 无知 真 可怕,0
我 看着 明代 的 一些 作品 的 赏析 。 突然 想到 ， 我 总是 下意识 的 把 封建 专制 定义 为 不 民主 和 不 自由 。 但是 去 读 各个 朝代 的 作品 ， 读得 越 多 ， 就 越 发现自己 的 刻板 印象 在 剧烈 的 摇晃 。 就 拿 汤显祖 改编自 《 枕中记 》 的 《 邯郸 梦记 》 来说 .. 其中 “ 对 科举 的 荒唐 腐朽 ， 对 宦途 的 变化无常 ， 官僚 的 奢侈 荒淫 的 揭露 和 批判 。 ” 设想 一下 这 本书 放在 今天 想来 我 是 看不到 了 ... 再 想 下去 真是 长 太息 以 掩涕 兮 。,1
说 重点 ， 中期 选举 结果 会 对 A股 有 什么 影响 ， 短期 是 利好 ， 因为 这次 结果 特朗普 输 了 ， 打击 了 特朗普 ， 这样 短时间 可以 转移 他 对 中国 的 注意力 ， 毕竟 一个 贸易战 已经 把 我们 的 很多 企业 给 打 残 了 ， 所以 我们 一定 要 抓紧时间 趁 他们 内部 不合 搞 发展 。 但是 我 觉得 长期 对 A股 并 不是 利好 甚至 是 利空 ， 因为 两党 其实 对华 态度 可以 说 是 空前 一致 ， 都 认为 中国 的 崛起 会 威胁 到 美国 的 地位 ， 所以 都 是 采取 对华 压制 的 政策 手段 ， 在 贸易 政策 中 保持 美国 的 强势 。 民主党 控制 了 众议院 ， 并 不是 为了 解决 中国 的 贸易战 问题 ， 而是 为了 两年 后 的 选举 做 准备 。,1
刚刚 ， 普京 对 美国 使出 致命 一招 ， 特朗普 酿 的 苦果 自己 尝 吧 那么 有人 可能 要 问 了 ， 毛子 又 用 何种 招数 给 了 美国 人 重重 一击 ？ 那 就是 俄罗斯 如今 正 大力 推进 去 美元 的 进程 。 不 否认 以 俄罗斯 当下 的 经济 状况 难以 对 美国 构成 什么 实质性 威胁 ， 然而 ， 有 了 毛子 挑头 干 这件 事情 ， 那些 经常 被 美国 制裁 的 国家 也 一定 随后 效仿 。 而 有 了 这样 一种 示范 效应 ， 今后 ， 美国 霸权 对于 美国 而言 也 必将 变得 岌岌可危 了 … …,0
美国 总统 特朗普 ： 美联储 的 利率政策 正在 损害 经济 ， 这 也 证明 美元 目前 只会 维持 一个 高位 震荡 ， 所以 黄金 一旦 走出 震荡 势必会 走 单边 趋势 ， 所 目前 还 在 操作 的 朋友 注意 手上 的 单子 ， 当然 这 也 从 侧面 反映 出 抄底 时机 已经 临近 。 黄金,0
星期二 ， 白宫 国家 经济委员会 主任 库 德洛 在 白宫 对 媒体 说 ， 美中 两国 的 政府 “ 现在 各个 层面 进行 沟通 。 ” 他 称 这 一 进展 是 件 “ 非常 好 的 事 。 ” 库 德洛 还 证实 特朗普 和 CN 领导人 将 于 月底 在 布宜诺斯艾利斯 会晤 。 他 说 ， 美方 正在 准备 背景 材料 ， 希望 能 听到 中方 对 美方 过去 半年 左右 时间 里 提出 的 要求 有所 回应 。 上个月 ， 商务部长 罗斯 证实 美 中 贸易谈判 已经 停止 。 美方 表示 ， 中方 若 不 就 美方 提出 的 知识产权 盗用 、 产业 补贴 以及 市场准入 设限 等 担忧 作出 切实 的 回应 ， 贸易谈判 就 不会 恢复 。 华尔街日报 透露 ， 特朗普 政府 正在 评估 中方 提出 的 哪些 种类 的 开放 ， 是 美方 可 接受 的 ， 包括 农产品 关税 ， 技术转让 ， 控制 盗版 ， 和 保护 知识产权 等等 。 特朗普 10 月底 曾 表示 ， 他 认为 有 可能 达成 一项 重大 交易 ， 他 还 称 ， 倘若 在 阿根廷 谈不拢 ， 会 在 12 月初 再 对 2670 亿美元 的 输美 商品 征收 关税 。,1
所以 在 所有 东西 都 还 没有 调查 完 之前 ， 就 有人 能够 给 人 判刑 定罪 了 吗 ？ ？ ？ 这是 中国网民 独有 的 人权 ？ ？ ？,0
孟晚 舟 ： 以 祖国 为傲 ！ 家 在 加拿大 ， 2 套 豪宅 ， 丈夫 长期 在 加拿大 ； 4 个 孩子 长 在 美国 加拿大 ； 全家 枫叶卡 ........,1
特朗普 后悔 了 ？ 美国 要 拉 中国 再谈 一件 “ 大事儿 ” O 特朗普 后悔 了 ？ 美国 要 拉 中国 再谈 一件 “ 大事儿 ”,0
经济学家 向 松祚 说 ： “ 中国 的 上市公司 不 赚钱 ， 三千多家 上市公司 这么 一点 利润 ， 谁 拿走 呢 ？ 银行 和 房地产 板块 拿走 三分之二 ， 1774 个 中小板 上市公司 的 利润 比不上 一个半 工商银行 ， 这样 的 股市 怎么 可能 成为 牛市 呢 ？ ” “ 股市 短期 不是 经济 的 晴雨表 ， 但是 长期 一定 是 。 我 想 股市 如此 之 糟糕 ， 只能 说明 一个 问题 ， 中国 实体 经济 相当 麻烦 ” 。,1
JQ 阅读 笔记 中国 希望 的 是 为了 群众利益 而 重振 经济 ， 而 美国 却 希望 中国 不仅 是 经济 改革 ， 还 同时 做到 体制改革 。 然而 在 上个世纪 的 动荡 以及 五千年 历史 看来 ， 中国 根本 不 可能 在 短时间 内 完成 体制改革 — — 只有 基础 打好 了 才能 继续 往前走 。 放眼世界 ， 真正 做到 富强 民主 的 只有 历经 了 百年 工业革命 的 西方 国家 ， 以及 在 美国 带领 下 的 非 社会主义 阵营 的 东亚国家 。 中国 ， 作为 人口 最多 的 社会主义 国家 ， 是 不 可能 像 美国 所 期待 的 那样 几十年 内 就 完成 民主改革 。 而且 民主改革 对于 现在 的 中国 来说 只能 给 中国 经济 火上浇油 。 现在 美国 讨论 的 “ 中国 越 走 越 回去 ” 这个 思想 放在 改革开放 大 框架 下 根本就是 无稽之谈 ， 被 西方 媒体 大肆宣扬 的 各类 政策 都 没有 被 实际 履行 操作 ， 西方 媒体 别有用心 一眼 就 能 被 识破 。 这个 道理 ， 在 学者 智库 思想 盛行 的 美国 ， 是 不 可能 不 被 美国 人 理解 的 。 现在 美国 对于 中国 的 民主改革 期待 的 居心 只能 是 要么 1 ） 中国 沦为 第三世界 ， 或者 2 ） 中国 成为 另 一个 拉美国家 。,0
家里 男丁 抛弃 新 苹果 ， 火速 下单 俩 Mate20 Pro ， 是不是 算 hin 爱国 的,0
亲美 自由派 都 在 说 ， 美国 发动 贸易战 ， 并非 与 中国 人民 为 敌 ， 并非 要 打压 中国 经济 ， 只是 为了 推动 中国 进步 ， 如 邓聿文 在 FT 的 文章 《 美 中 明年 结束 贸易战 的 概率 多大 》 中说 ： “ 美国 在 贸易 问题 上 对 中国 的 指控 和 要求 并非 不利于 中国 ， 甚至 并非 不利于 ， 因为 在 中国 经济 上 了 台阶 后 ， 那些 要求 迟早 是 要 做 的 ， 是 对 中国 经济 健康 发展 只有 好处 没有 坏处 的 事 。 如果说 不利 的话 ， 只能 是 不利于 中国 的 寡头 垄断 利益集团 ， 他们 是 中国 的 最大 的 敌人 。 ” 现在 ， 美国 抓 了 中国 最大 的 民营企业 华为 的 控制 人孟晚 舟 ， 说明 美国 就是 要 摧毁 中国 的 经济 ， 亲美 自由派 就是 为 美国 摧毁 中国 经济 的 内应 。 所谓 的 自由派 才 是 中国 民营企业 的 敌人 。,1
法治 是 治国 理政 的 基本 方式 ， 依法治国 是 社会主义 民主 政治 的 基本 要求 。,1
华为 cfo 孟晚 舟 被捕 洛克希德 · 马丁 和 波音 涉嫌 对 台售武 ！ 苹果 涉嫌 对台 卖 手机 ！ 他们 CFO 准备 好了吗 ？ 引渡 到 中国 ！,0
特朗普 输 了 ， 民主党 赢下 了 美国众议院 ， 共和党 只 保留住 了 参议院 ， 这 对于 特朗普 来说 ， 肯定 是 重大 的 打击 ， 这次 能够 保住 参议院 也 是因为 改选 的 席位 很少 ， 否则 的话 ， 特朗普 要 两手空空 了 ， 特朗普 未来 的 路会 非常 艰难 。,1
外汇 黄金 分析师 金鑫 ： 期货 原油期货 SC1812 期货 原油 翻仓 计划 群 美国 当地 时间 周日 ( 11 月 4 日 ) 零点 ， 美国 对 伊朗 的 第二轮 制裁 正式 启动 生效 ， 特朗普 的 目标 致力于 零封 伊朗 石油 出口 ， 不过 有 八个 国家 可以 在 暂时 继续 从 伊朗 进口 原油 ， 据 外媒 猜测 ， 这 八个 国家 可能 包括 印度 、 日本 和 韩国 。 — — 投资 达人 说 / 股票 / 国际 能源 / 上海 黄金 TD / 期权 / 美 原油 / 贵金属 / 伦敦 金 / 上海 原油期货 / 苹果 1809 螺纹钢 / 铁矿石 / 沪 铜 1809 / 橡胶 1809,0
"美国 总统 特朗普 在 空军一号 上 说 ， 美国 准备 对 价值 2670 亿美元 的 中国 商品 加征 关税 。 在 他 发表 此番 言论 之前 ， 有关 对 另外 2000 亿美元 中国 商品 征收 关税 的 评论 的 最后 期限 已经 过去 。 我们 谈论 的 2000 亿美元 可能 很快 就 会 发生 ， 这 取决于 他们 的 遭遇 ， "" 特朗普 说 ， "" 我 不想 这么 说 ， 但 在 这 之后 ， 如果 我 愿意 的话 ， 还有 另外 的 2670 亿美元 在 短暂 通知 后 可 实施 。 """,1
重庆 公交 的 悲剧 十年 前 就 以微 电影 的 形式 警示 后人 了 ， 但 无奈 天朝 上 国 这种 能量 总是 被河蟹 L 【 微 电影 】 八月 十五 （ 2006 ）,0
法国 在 革命 ， 美国股市 在 崩溃 ， 整个 世界 一片 混乱 。 我们 中国 能 不能 稳得 住 ， 走出 自己 的 独特 之路 呢 ? 中美 两国 的 谈判 如果 仅仅 是 缓兵之计 ， 那么 90 天 之后 ， 该 如何 应对 呢 ？ 况且 已经 过 了 几天 。 中国 国运 是否 利吉 ， 这 90 天押 赌注 是 没用 的 。 刚 又 消息 ， 华为 任正非 的 女儿 孟晚 舟 在 加拿大 被 抓 ， 还要 引渡 到 美国 。 这 又 是 一出 啥 大戏 ， 干不掉 你 也 要 折腾 死 你 。 苹果 手机 销量 在 下滑 ， 华为 份额 在 加大 ， 5G 技术 极具 竞争力 。 难道 真的 是 帝国主义 亡 我 之 心不死 ? 离奇 的 剧情 不得不 让 人 怀疑 背后 的 导演 者 及其 用心 。 新闻 的 杀伤性 在于 威摄 和 制造 恐慌 ， 所以 我们 要 有点 定力 ， 风雨 不动安如山 。,1
每年 年底 快 考研 时候 都 会 出个 社会 新闻 去年 是 红黄蓝 ， 今年 是 十三行 与其说 政府 公信力 降低 ， 不如说 媒体 新闻 公信力 降低 。 这 一年 中间 一次 又 一次 的 反转 新闻 ， 实在 是 让 人累 了 ， 再出 这种 全微博 评论 底下 “ 关注 一下 xxxx 吧 ” 的 事件 时 ， 第一 反应 就 会 是 厌烦 ， 质疑 真实性 。,1
微博上 常见 的 两类 小红 w 兵 ， 一类 傻白甜 小 粉红 ， 无知 而 天真 ， 没见 过 当作 不 存在 ； 一类 战狼派 ， 一看 资料 都 是 四线 城市 三流 大学 的 男生 ， 见识 少 却 血气方刚 ， 没活 在 文革 期间 可 真是 白 瞎 他们 了 。,0
加州 一中 餐厅 和 老板 闲聊 ， “ 现在 服务 人员 从 中国 来 签证 容易 吗 ” ？ “ 很难 ， 朗普 上台 后 根本 办 不了 ， 请 的 都 是 当地 移民 ” ； “ 美国 税收 高 吗 ？ ” “ 我 以前 收入 都 是 一半 交税 ， 高 收入 都 是 贡献 给 政府 ” 。 “ 川普 不是 大幅 降税 吗 ？ ” “ 对于 高薪 收入者 降税 根本 没 多少 影响 ” ... 眼见为实 ， 看来 川普 对 中国 的 打击 是 全方位 的 ， 而 美国 的 降税 也 非 众多 精英 推崇 的 那般 美好 。,0
川普 或于 9 月 6 日 开始 ， 对 2000 亿美元 中国 进口商品 征收 关税 。 分 两段 执行 ， 第一波 为 800 亿 ， 第二 波 直接 1200 亿 。 两段 执行 清单 已 通过 最终 确认 。 继连欧 抗美 不成 ， 连日 抗美 毫无 进展 ， 近日 计划 连非 抗美 ， 用 非洲 取代 美国 ， 让 人 傻眼 。 急病 乱 投医 ， 联合 一些 垃圾 国家 ， 要么 是 太 不靠 谱 ， 要么 是 又 当 冤大头 去 了 。 潘石屹 表示 ， 中 美 贸易战 好比 气球 碰 铅球 ， 打不输 才 怪 呢 ！ “ 联非 抗美 ， 用 非洲 市场 取代 美国 ” ， 要 多么 脑残 的 幕僚 和 智库 才能 提供 这样 的 混招 ？,0
【 悟 快报 】 建行 董事长 田 国立 ： 现在 买房 就是 高位 接盘 赚 不了 钱 了 。 田 国立 在 “ 第二十届 北大 光华 新年 论坛 ” 上 表示 ， 房子 真的 盖够 了 ， 现在 更 多 存在 的 是 住房 结构 问题 。 美国 是 发达国家 ， 城镇 三分之一 的 人 是 租房 ， 德国 40% 甚至 更 多 的 人 是 租房 ， 这些 市场 房地产 很难 炒起来 ， 但 在 中国 最 多 只有 10% 的 人 租房 。 （ 新浪 财经 ）,1
昨天 向 松祚 的 视频 被 删除 了 ， 印象 最深 的 是 他 质疑 6.5% 的 GDP 增长率 ， 实际 可能 只有 1.6% 或 负 的 。 这 或许 有 统计 口径 的 原因 ， 但是 非常 震惊 ， 中国 经济 的 真实 状况 是 怎样 的 ？ 从 官方 渠道 获悉 的 数据 有 多少 是 真实 的 ？ 从 投资 的 角度 如何 避开 这些 陷阱 ？,1
搞臭 刘强 东 ， 拘押 孟晚 舟 ， 这 是 该 有 的 大国 气度 ？ 呵呵 … … 2 太原 · 南 中环 街,0
今日 推荐 名著 《 激流 三部曲 》 ， 包括 《 家 》 、 《 春 》 、 《 秋 》 ， 是 中国 现代 著名 的 小说家 、 散文家 、 翻译家 巴金 的 早期 代表作 。 其中 《 家 》 的 艺术 成就 最高 。 《 激流 三部曲 》 是 巴金 呼吁 自由 、 民主 、 尊重 人格 、 人性 解放 的 最 鲜明 的 一面 旗帜 。 在 中国 现代 文学史 上 占据 着 重要 的 地位 和 起 着 巨大 的 作用 。 中文名 激流 三部曲 组 成 《 家 》 《 春 》 《 秋 》 性 质 连续 长篇小说 作 者 巴金 原 名 李尧棠 派 别 现实主义 爱情 婚姻 1936 年 ， 巴金 与 上海 爱国 女 学校 学生 陈蕴珍 （ 萧珊 ） 结识 。 陈 当时 是 巴金 作品 的 喜爱 者 ， 两人 由 通信 讨论 作品 开始 认识 。 1938 年 7 月 ， 萧珊 高中毕业 后 追随 巴金 来到 广州 。 直到 1944 年 ， 已经 才 刚刚 20 岁 的 巴金 在 桂林 花溪 与 萧珊 结婚 。 1945 年 ， 抗战 胜利 ， 女儿 李 小林 出生 。,0
穷孩子 、 富家子 与 濒临 破碎 的 美国 梦 - 任军锋 - 观察者 网 壶 公 评论 ： 特朗普 伟大 之处 就 在于 揭开 美国 民主 社会 的 伤疤 ， 当 我们 为 中国 的 阶级斗争 忐忑不安 的 时候 ， 我们 可以 在 美国 社会 找到 真实 的 样本 ， 因为 美国 是 一个 成熟 至 衰老 的 工业化 国家 ， 因为 美国 是 西方 “ 恶 ” 与 “ 私 ” 文化 的 集大成者 。 O 任军锋 ： 穷孩子 、 富家子 与 濒临 破碎 的 美国 梦,0
为了 证明 能 生育 还是 咋 滴 ， 两年生 了 两 。 我 真是 都 服 我 自己 还是 计划生育 好 啊,1
【 孟晚 舟 和 特朗普 的 选择 】 刘 裘蒂 ： 孟晚 舟 的 被捕 在 美国 舆论 中 也 受到 不少 批评 。 接下来 她 在 加美 两国 法律 程序 下有何 选择 ？ 特朗普 有权 干预 此案 吗 ？ O 孟晚 舟 和 特朗普 的 选择 （ 分享 自,1
跟 孟晚 舟 被 抓 同时 发生 的 一件 事是 俄罗斯 立法 禁止 支付宝 和 微信 支付 ， 微博上 的 反应 有 天壤之别 。 。 。 。 。,0
CNN 起诉 特朗普 获胜 总统 输 了 ， 又 能 怎样 ？ 不像 中国 不能 输 这个 面子 ， 必须 打成 反革命 分子 。,1
这个 冬天 有点 冷 昨夜 的 北风 肆虐 着 窗户 ， 慢天 飞舞 的 雪花 啊 ！ 让 大江南北 变成 了 银装素裹 ， 不知 忧愁 的 腊梅 挺寒 而 开 ， 寒雀 飞入 了 深林 。 曾经 的 热闹 感觉 不到 了 ， 人们 的 心思 去 哪 了 ? 只 因 北美 的 寒流 太冷 了 ， 特朗普 重打 世贸 战 ， 经济 迎来 了 灾难 ， 给 这个 寒冬 雪上加霜 ， 让 世界 猝不及防 。 不 ， 中国 还 在 ， 伟大 的 中华民族 不会 倒 ， 用 我们 的 智慧 化解 它 ， 温暖 的 春天 快来 了 。 2 佛山 · 荷城 街区,1
【 2018 文化 金融 峰会 ： 机遇 大于 挑战 ， 文化 金融 未来 可 期 】 文化 为本 ， 金融 为器 ， 两者 的 共 赢 之路 还 将 有 哪些 可能 ？ 12 月 6 日 ， 由 清华大学 五道口 金融 学院 、 北京市 东城区 人民政府 主办 的 2018 中国 文化 金融 峰会 暨 首都 文化产业 投融资 年会 在 北京 举办 ， 以 “ 开放 与 融合 ” 为 主题 ， 共议 文化 金融 的 新机遇 和 新 挑战 。 O2018 文化 金融 峰会 ： 机遇 大于 挑战 ， 文化 金融 未来 可 期,0
如果 中日 韩三国 搞 成 东亚 联盟 ， 三国 市场 零关税 ， 人员 货物 资本 技术 完全 自由 流通 ， 能否 一招 破解 川普 的 攻势 ？ 多点 公心 ， 少想点 私利 ， 这 事 不难 做成 。,0
许静 再来 一题 午休 了 。 从 国家 层面 讲 ， 要 大力发展 社会主义 民主 ， 健全 人民 当家作主 的 制度 体系 ， 尤其 深化 国家 监察 体制 的 改革 ， 实现 对 所有 行使 公职 力 的 公职人员 的 监察 全 覆盖 。 从党 的 层面 讲 ， 要 坚持 党要 管党 ， 从严治党 ， 把 党内 监督 放在 第一位 ， 把 党 的 自我 监督 和 人民 群众监督 有机 结合 起来 ， 解决 党 在 长期 执政 条件 下 自我 监督 的 有效 路径 问题 ， 从而 跳出 历史 周期率 ， 确保 党和国家 长治久安 。,1
简单 讲 ： 西方 不 了解 中国 的 高等 民主 ， 就 认定 中国 古代 不 民主 ， 中华文明 是 专制 传统 。 而 把 所有 关于 中国 历史 中 民主 传统 的 研究 一律 戴上 “ 杜撰 历史 ” 的 帽子 。 这 符合 西方 文化 精英 的 low 性 ， 他们 一贯 把 自己 没有 能力 理解 的 东西 归纳 为 假 的 或 无 价值 的 。 只要 这些 精英 继续 领导 西方 ， 中国 必将 大出 天下 而 领导 人类 。,0
行情 在 犹豫 中 震荡 。 小散 ， 别忘了 在 犹豫 的 震荡 中收点 小 红包 。 只有 我们 活跃 了 ， 成交量 才 不至于 丢人 。 没有 咱们 这些 铁杆 儿 的 散户 ， 中国 股市 真 不知 会 是 什么样 。 所以 ， 技术 派 的 瓜 批们 不要 在 说量 的 事 。 如果 真的 到 了 韭菜 们 被 消灭 了 的 那 一天 。 中国 股市 就 真的 完蛋 了 。 股票 全部 回到 了 发行人 的 手里 。,1
但 说实话 最近 确实 有 感觉 文革 走近 了 ， 不 知道 是 新 的 群众运动 基础 托 生于 饭圈 文化 ， 还是 人群 中 一直 存在 着 群众运动 的 基础 ， 因而 出现 了 饭 圈 文化,1
华尔街日报 昨日 报导 ， 美国 总统 川普 最早 将 於 17 日 宣布 ， 对 约 2000 亿美元 中国 商品 加徵 关税 。 华尔街日报 引述 熟悉 此事 人士 报导 称 ， 新 关税 的 税率 可能 约 10% ， 低 於 川普 政府 考量 此轮 关税 时 最初 宣布 的 25% 。 但据 知情人 透露 ， 如果 川普 确信 中国 没有 迹象 答应 美国 要求 北京 改变 经济 政策 的 要求 ， 关税 将会 再 提高 到 25% 。 此 2000 亿美元 关税 清单 包括 各种 网路 科技 产品 以及 其他 电子产品 、 印刷 电路板 （ PCB ） 以及 包括 手提包 、 自行车 和 家具 等 各种 消费 产品 。 川普 还是 希望 把 这个 事情 处理 得 柔和 一些 ， 在 中国 不肯 兑现 加入 世贸组织 的 承诺 情况 下 ， 川普 只有 加征 关税 。 如果 中国 要 还是 不 让步 ， 关税 再 往上升 ， 川普 也 是 仁至义尽 ， 反对派 的 说辞 也 不 容易 让 舆论 接受 。 美国 金融市场 的 反应 也 不会 太 大 。 消费者 的 反应 也 有 个 逐渐 适应 过程 。 分析 人士 认为 ， 川普 总统 可能 宣布 加征 关税 的 时间 点 和 中国 高层 会见 华尔街 高管 的 时间 可能 是 同一天 ， 可以 看出 中 美 双方 都 没有 让步 的 意思 。 川普 总统 对 中国 高层 游说 华尔街 的 做法 也 是 一个 微妙 的 回应 。,1
【 姜超 上海 内部 谈话 ： 如果 不靠 房地产 ， 中国 经济 未来 靠 什么 ？ 】 我们 的 问题 其实 非常简单 ， 过去 靠 举债 发展 的 模式 不可 持续 。 当前 中国 经济 处于 内外交困 ， 外 需有 贸易 摩擦 的 影响 ， 内需 中 的 投资 增速 低迷 、 消费 增速 也 在 下滑 ， 整体 来看 经济 确实 有 下行 的 压力 。 但是 经济 下行 的 压力 过去 十年 经常出现 ， 回顾 08 年 、 12 年 和 15 年 ， 当时 都 感觉 压力 很大 ， 但是 都 有惊无险 的 过去 了 。 过去 我们 顶住 经济 下行 的 压力 靠 的 是 举债 ， 08 年 4 万亿 是 企业 部门 出来 举债 ， 12 年 是 政府部门 出来 举债 ， 最近 15 年 这 一次 是 居民 部门 出来 举债 ， 我们 每 一次 都 是 靠 举债 来 应对 经济 下行 。 但是 这次 好像 这 一招 不灵 了 ， 我们 举 了 这么 多债 以后 ， 目前 全 社会 的 债务 率 到达 了 历史 的 顶峰 ， 债务 与 GDP 的 比值 达到 了 250% ， 好像 没有 办法 再 通过 举债 来 应对 本轮 经济 下行 了 ， 这 也 是 目前 市场 比较 悲观 的 重要 原因 。 O 姜超 上海 内部 谈话 ： 如果 不靠 房地产 ， 中国 经济 未来 靠 什么 ？,1
红黄蓝 幼儿园 案一审 宣判 写个 小 黄书 就要 判 十年 ， 这个 虐童 就 一年 半 ， 国家 开放 二胎 的 政策 幼儿 却 没有 基本保障 ， 真的 是 犯罪 成本 太低 ， 简直 纵容 犯罪 。 魔鬼 在 人间 啊,1
以 斗争 求 和平 『 为什么 中国 有些 人 误判 了 与 特朗普 的 贸易战 ? _ 风闻 社区 』 O 为什么 中国 有些 人 误判 了 与 特朗普 的 贸易战 ?,0
看 了 黑道 文 ， 男主 最后 是 卧底 ， 有劲 没劲 有劲 没劲 ？ 难道 是 怕 被和谐 掉 吗 。,0
